id,loan_amnt,issue_d,term,int_rate,grade,sub_grade,emp_title,verification_status,home_ownership,annual_inc,loan_status,purpose,desc,addr_state,dti,fico_range_low,fico_range_high,hardship_flag,mths_since_last_delinq
128012605,8000.0,Feb-2018, 36 months,15.05,C,C4,cna,Source Verified,MORTGAGE,23040.0,Current,car,,FL,5.52,690.0,694.0,N,
67348838,18000.0,Dec-2015, 36 months,6.89,A,A3,registered nurse,Not Verified,OWN,95000.0,Fully Paid,debt_consolidation,,FL,20.74,710.0,714.0,N,30.0
93104069,14000.0,Dec-2016, 60 months,12.74,C,C1,teacher/leadership coordinator,Not Verified,MORTGAGE,45000.0,Current,credit_card,,MN,22.71,705.0,709.0,N,
59341494,5000.0,Sep-2015, 36 months,10.99,B,B4,chemical operator,Source Verified,RENT,40000.0,Fully Paid,credit_card,,TX,12.9,675.0,679.0,N,42.0
141634318,15000.0,Oct-2018, 60 months,19.92,D,D3,project controls analyst,Verified,RENT,115000.0,Current,credit_card,,FL,29.02,660.0,664.0,N,25.0
113127737,18000.0,Jul-2017, 60 months,18.06,D,D2,store manager,Verified,RENT,54000.0,Current,debt_consolidation,,NY,23.49,660.0,664.0,N,
112556498,12000.0,Jul-2017, 36 months,10.42,B,B3,sha,Not Verified,OWN,70000.0,Fully Paid,debt_consolidation,,MN,15.5,690.0,694.0,N,
114122605,15000.0,Jul-2017, 36 months,10.91,B,B4,associate,Source Verified,MORTGAGE,50000.0,Current,credit_card,,IL,18.39,660.0,664.0,N,9.0
96944936,20000.0,Jan-2017, 60 months,18.99,D,D3,registered nurse,Verified,OWN,60000.0,Current,debt_consolidation,,OK,27.64,670.0,674.0,N,13.0
124025614,22800.0,Nov-2017, 36 months,15.05,C,C4,managing member,Source Verified,MORTGAGE,103000.0,Fully Paid,other,,TX,27.24,680.0,684.0,N,6.0
10024707,6000.0,Jan-2014, 36 months,14.47,C,C2,carpenter foreman,Not Verified,MORTGAGE,85000.0,Fully Paid,debt_consolidation,,PA,11.65,700.0,704.0,N,
13807549,14400.0,Apr-2014, 60 months,15.31,C,C4,registered nurse,Source Verified,RENT,57000.0,Fully Paid,debt_consolidation,,MD,22.53,685.0,689.0,N,66.0
70132447,12500.0,Jan-2016, 36 months,6.49,A,A2,law enforcement officer,Not Verified,OWN,75000.0,Fully Paid,debt_consolidation,,KY,18.22,755.0,759.0,N,
122301043,14000.0,Nov-2017, 60 months,15.05,C,C4,toddler teacher,Not Verified,RENT,30000.0,Current,credit_card,,MA,9.68,795.0,799.0,N,
127597463,15000.0,Jan-2018, 36 months,17.09,D,D1,maintenance engineer ,Source Verified,RENT,40350.0,Fully Paid,debt_consolidation,,CA,24.9,675.0,679.0,N,12.0
88868409,15000.0,Sep-2016, 60 months,10.49,B,B3,owner,Not Verified,MORTGAGE,82000.0,Current,debt_consolidation,,NC,11.34,690.0,694.0,N,
130876311,1000.0,Apr-2018, 36 months,6.71,A,A3,5th grade long term sub,Source Verified,RENT,39000.0,Current,moving,,MN,5.23,740.0,744.0,N,
74845753,11200.0,Apr-2016, 60 months,16.29,D,D1,supervisor,Not Verified,MORTGAGE,81000.0,Fully Paid,home_improvement,,MA,5.86,685.0,689.0,N,30.0
57378463,14000.0,Aug-2015, 36 months,9.99,B,B3,teacher,Not Verified,OWN,75000.0,Fully Paid,credit_card,,TX,22.33,660.0,664.0,N,
73386099,18000.0,Mar-2016, 36 months,11.99,C,C1,general manager,Verified,RENT,84646.0,Fully Paid,small_business,,CT,10.66,665.0,669.0,N,78.0
138946831,14025.0,Aug-2018, 36 months,10.47,B,B2,teacher,Not Verified,RENT,88000.0,Fully Paid,other,,NY,26.71,685.0,689.0,N,
22462030,5800.0,Sep-2014, 36 months,13.35,C,C2,mail room assistant supervisor,Verified,MORTGAGE,32000.0,Fully Paid,debt_consolidation,,CA,11.03,660.0,664.0,N,9.0
124774447,25000.0,Dec-2017, 60 months,13.59,C,C2,owner,Not Verified,MORTGAGE,100000.0,Current,home_improvement,,CA,3.82,680.0,684.0,N,
116259714,10000.0,Aug-2017, 60 months,14.08,C,C3,reporting,Verified,MORTGAGE,75000.0,Fully Paid,debt_consolidation,,MN,23.63,685.0,689.0,N,6.0
125518501,20000.0,Dec-2017, 60 months,9.93,B,B2,legal secretary,Verified,RENT,60000.0,Current,debt_consolidation,,AZ,19.26,690.0,694.0,N,12.0
93644629,28000.0,Nov-2016, 36 months,5.32,A,A1,director product marketing ,Not Verified,MORTGAGE,120000.0,Current,credit_card,,TX,8.95,750.0,754.0,N,48.0
50495307,24000.0,Jun-2015, 36 months,9.17,B,B2,assistant professor,Source Verified,MORTGAGE,250000.0,Fully Paid,other,,CA,4.97,670.0,674.0,N,21.0
136220614,16000.0,Jul-2018, 36 months,13.56,C,C1,trooper,Source Verified,MORTGAGE,156000.0,Current,credit_card,,IL,19.86,700.0,704.0,N,38.0
1904740,6500.0,Nov-2012, 36 months,14.33,C,C1,rainking solutions inc,Not Verified,RENT,39900.0,Fully Paid,other,"  Borrower added on 11/08/12 > This loan is for closing costs on a home. The house has a functioning barbershop that has been in service since 1929 and a garage that is rented out to tenants. I can pay the loan back with my income alone, but the income generated from the tenants is more than enough to cover monthly payments.<br><br> Borrower added on 11/09/12 > This loan is for closing costs. The home has a barbershop that has been in business since 1929, as well as to garage units that are rented out monthly. I can pay back the loan with my own income fully, but the income I would receive from these two sources are actually more than the monthly payments.<br><br>  Borrower added on 11/09/12 > My current rent is more than the mortgage on the new house and the lending club loan combined.<br>",MD,2.05,690.0,694.0,N,6.0
85586176,24000.0,Jul-2016, 60 months,14.49,C,C4,community coordinator,Source Verified,RENT,75000.0,Current,other,,NY,17.15,680.0,684.0,N,9.0
23994861,13750.0,Aug-2014, 36 months,16.29,D,D2,teacher,Not Verified,MORTGAGE,80000.0,Fully Paid,debt_consolidation,,LA,13.13,660.0,664.0,N,50.0
143953906,18000.0,Dec-2018, 60 months,13.56,C,C1,closing specialist,Not Verified,MORTGAGE,121000.0,Current,debt_consolidation,,GA,28.96,700.0,704.0,N,
130849190,40000.0,May-2018, 36 months,5.31,A,A1,controller,Verified,RENT,90000.0,Current,credit_card,,NJ,26.03,705.0,709.0,N,
5756228,13200.0,Jun-2013, 36 months,18.49,D,D2,guardian glass,Verified,MORTGAGE,54000.0,Charged Off,debt_consolidation,,NY,13.22,680.0,684.0,N,49.0
114237258,15800.0,Aug-2017, 36 months,10.91,B,B4,nurse,Source Verified,MORTGAGE,130000.0,Current,credit_card,,MD,7.35,665.0,669.0,N,14.0
90905557,14000.0,Oct-2016, 60 months,15.59,C,C5,teacher,Not Verified,MORTGAGE,78000.0,Current,home_improvement,,VA,26.75,665.0,669.0,N,
75577307,4425.0,Mar-2016, 36 months,16.29,D,D1,machine oper.,Source Verified,MORTGAGE,40000.0,Fully Paid,debt_consolidation,,GA,3.96,700.0,704.0,N,55.0
62196578,11200.0,Oct-2015, 36 months,6.89,A,A3,stock coordinator,Not Verified,RENT,42000.0,Fully Paid,debt_consolidation,,IL,21.4,735.0,739.0,N,
62337423,15000.0,Oct-2015, 36 months,12.69,C,C2,software engineer,Verified,RENT,70000.0,Fully Paid,credit_card,,MA,9.2,660.0,664.0,N,37.0
141929609,24000.0,Oct-2018, 36 months,8.46,A,A5,head custodian,Source Verified,MORTGAGE,95000.0,Current,debt_consolidation,,NY,25.83,700.0,704.0,N,21.0
79561815,24875.0,May-2016, 36 months,13.67,C,C3,administrative supervisor,Source Verified,RENT,60000.0,Current,debt_consolidation,,IL,26.08,695.0,699.0,N,
77161420,5000.0,Apr-2016, 36 months,11.99,C,C1,supervisor,Source Verified,RENT,24000.0,Fully Paid,debt_consolidation,,CA,32.97,665.0,669.0,N,10.0
67317207,20000.0,Dec-2015, 36 months,5.32,A,A1,systems administrator,Not Verified,MORTGAGE,110000.0,Fully Paid,debt_consolidation,,NH,19.21,745.0,749.0,N,
81190495,7000.0,Jun-2016, 36 months,7.39,A,A4,legal assistant,Source Verified,MORTGAGE,72000.0,Current,debt_consolidation,,CA,3.8,750.0,754.0,N,30.0
7338966,16000.0,Sep-2013, 36 months,14.3,C,C1,north bellingham golf course,Source Verified,MORTGAGE,60000.0,Fully Paid,credit_card,"  Borrower added on 09/19/13 > I decided to make one credit card payment instead of a few, and maybe I could get my interest rate  lower on a few.<br><br> Borrower added on 09/19/13 > Instead of making a few credit card payments, I thought it would be easier to make one payment and also see if I could lower my interest rate on a few.<br>",WA,30.88,665.0,669.0,N,16.0
63518289,10000.0,Oct-2015, 36 months,13.33,C,C3,information technology specialist ii,Verified,RENT,48000.0,Fully Paid,moving,,WA,17.84,720.0,724.0,N,39.0
102042913,4000.0,Mar-2017, 36 months,8.24,B,B1,payroll/hr assistant,Not Verified,OWN,55000.0,Current,medical,,MT,17.11,765.0,769.0,N,
85593740,12000.0,Jul-2016, 60 months,14.49,C,C4,maintenance engineeer,Not Verified,RENT,70000.0,Current,debt_consolidation,,NY,23.21,700.0,704.0,N,70.0
63456695,15000.0,Oct-2015, 36 months,9.17,B,B2,senior software engineer,Source Verified,RENT,100000.0,Charged Off,credit_card,,CA,9.1,755.0,759.0,N,
35917153,20000.0,Dec-2014, 60 months,19.24,E,E2,network engineer,Verified,OWN,105000.0,Current,credit_card,,NY,5.02,670.0,674.0,N,52.0
70461968,28500.0,Feb-2016, 60 months,26.57,F,F5,associate professor,Source Verified,MORTGAGE,75000.0,Charged Off,debt_consolidation,,GA,26.66,665.0,669.0,N,11.0
140228330,11000.0,Sep-2018, 60 months,13.56,C,C1,maintenance worker 1,Verified,RENT,30000.0,Current,credit_card,,SD,13.05,685.0,689.0,N,
122319674,18000.0,Nov-2017, 60 months,17.09,D,D1,nurse practitioner,Verified,OWN,86000.0,Current,credit_card,,MO,29.37,660.0,664.0,N,66.0
91680149,15000.0,Oct-2016, 36 months,22.74,E,E1,engineer,Source Verified,RENT,49567.0,Current,debt_consolidation,,FL,15.67,680.0,684.0,N,
13538032,19500.0,Apr-2014, 36 months,12.49,B,B4,registered nurse,Source Verified,OWN,70000.0,Fully Paid,debt_consolidation,,MI,17.45,680.0,684.0,N,
712405,4500.0,Mar-2011, 36 months,7.29,A,A4,twi,Source Verified,RENT,33000.0,Fully Paid,debt_consolidation,  Borrower added on 03/25/11 > I feel that the Lending Club has really come thru for me and i don not want to disappoint anyone as everyone could see i have been very consisdent with my payment. Thank You all whomevrparticipates. Thank You<br/>,NY,23.2,720.0,724.0,N,
83002744,11800.0,Jun-2016, 60 months,18.99,D,D3,admin ,Source Verified,OWN,32800.0,Current,home_improvement,,AL,23.42,715.0,719.0,N,
132383908,6000.0,May-2018, 36 months,11.98,B,B5,banquet server,Source Verified,RENT,70000.0,Fully Paid,debt_consolidation,,CO,28.63,685.0,689.0,N,
110090156,35000.0,Jun-2017, 36 months,14.08,C,C3,airline pilot,Source Verified,MORTGAGE,350000.0,Fully Paid,credit_card,,WA,15.52,700.0,704.0,N,39.0
817331,5000.0,Jul-2011, 36 months,10.99,B,B3,a1 american moving,Source Verified,RENT,40992.0,Fully Paid,debt_consolidation,,NJ,1.93,730.0,734.0,N,
125492320,15000.0,Dec-2017, 60 months,20.0,D,D4,principal technologist ,Verified,MORTGAGE,110000.0,Current,debt_consolidation,,KY,27.86,695.0,699.0,N,72.0
124020966,12500.0,Nov-2017, 36 months,18.06,D,D2,field energy consultant,Not Verified,RENT,95000.0,Fully Paid,debt_consolidation,,PA,12.99,680.0,684.0,N,9.0
40461521,16000.0,Feb-2015, 60 months,14.31,C,C4,teacher,Source Verified,OWN,46000.0,Current,credit_card,,FL,22.85,670.0,674.0,N,
9374602,7200.0,Dec-2013, 36 months,9.67,B,B1,collections file clerk,Not Verified,RENT,27000.0,Fully Paid,credit_card,  Borrower added on 12/04/13 > Paying credit card debt<br>,NY,25.38,680.0,684.0,N,
136756750,8000.0,Jul-2018, 36 months,19.92,D,D3,c/o,Verified,MORTGAGE,75000.0,Current,other,,CA,14.61,695.0,699.0,N,56.0
51075945,12800.0,Jun-2015, 36 months,14.65,C,C5,evening manager,Not Verified,RENT,47900.0,Charged Off,credit_card,,NY,21.0,675.0,679.0,N,30.0
76335328,12000.0,Apr-2016, 36 months,8.39,B,B1,dispatcher,Not Verified,OWN,90000.0,Fully Paid,debt_consolidation,,TX,20.48,665.0,669.0,N,
143729724,15000.0,Nov-2018, 36 months,6.46,A,A1,senior software engineer ,Source Verified,RENT,72000.0,Current,credit_card,,TX,10.77,720.0,724.0,N,30.0
5757975,7000.0,Jul-2013, 36 months,10.16,B,B1,fred meyer,Not Verified,RENT,33000.0,Fully Paid,debt_consolidation,,WA,13.45,715.0,719.0,N,
28112032,18000.0,Oct-2014, 60 months,24.08,F,F2,accounting officer,Verified,MORTGAGE,53000.0,Fully Paid,debt_consolidation,,MN,31.93,695.0,699.0,N,20.0
143274463,35000.0,Nov-2018, 36 months,10.72,B,B2,owner,Not Verified,OWN,300000.0,Current,credit_card,,NY,2.22,740.0,744.0,N,
136088397,15000.0,Jul-2018, 36 months,10.08,B,B1,quality engineer 4,Not Verified,RENT,105000.0,Current,credit_card,,CA,25.89,715.0,719.0,N,
99686602,9000.0,Feb-2017, 36 months,11.49,B,B5,professor,Source Verified,MORTGAGE,42800.0,Current,debt_consolidation,,GA,22.8,695.0,699.0,N,6.0
9714903,8000.0,Dec-2013, 36 months,13.53,B,B5,security director,Not Verified,MORTGAGE,65000.0,Fully Paid,debt_consolidation,,WA,12.78,660.0,664.0,N,
102564735,20000.0,Mar-2017, 36 months,12.74,C,C1,nurse ,Not Verified,OWN,98000.0,Current,credit_card,,TN,22.26,660.0,664.0,N,16.0
863609,20000.0,Sep-2011, 60 months,10.59,B,B2,elephant insurance,Source Verified,RENT,52008.0,Fully Paid,debt_consolidation,"  Borrower added on 08/31/11 > I only have 2 credit card debts that I want to consolidate with a low monthly payment so that I have the chance to also put money back into savings each month while paying down debt.  I do not have a mortgage, car payment or any other debt and in the past have had no debt. I was laid off this past January and at the same time sold a house that had been on the market for a long time. Between the 2 I had to use credit to live. I am now employed and back on track to becoming financially sound.<br/>",VA,4.5,755.0,759.0,N,
141687049,15000.0,Oct-2018, 60 months,17.97,D,D1,senior claims examiner,Not Verified,MORTGAGE,85000.0,Current,credit_card,,KY,27.57,680.0,684.0,N,12.0
110001918,25000.0,Jun-2017, 36 months,5.32,A,A1,owner / president,Source Verified,MORTGAGE,110000.0,Current,credit_card,,KS,9.45,760.0,764.0,N,
133939375,9000.0,May-2018, 36 months,6.19,A,A2,accountant,Not Verified,RENT,60000.0,Current,debt_consolidation,,CA,15.04,755.0,759.0,N,
5895223,35000.0,Jun-2013, 36 months,20.31,D,D5,us army,Verified,RENT,120000.0,Fully Paid,debt_consolidation,,MD,31.75,660.0,664.0,N,33.0
93317644,9600.0,Nov-2016, 36 months,10.49,B,B2,admin. assistant,Source Verified,RENT,51500.0,Current,debt_consolidation,,CA,19.15,735.0,739.0,N,45.0
37700185,10000.0,Dec-2014, 36 months,6.99,A,A3,director of golf/marketing,Verified,MORTGAGE,40000.0,Fully Paid,credit_card,,MN,9.03,725.0,729.0,N,
143110779,31000.0,Nov-2018, 60 months,12.73,B,B5,financial advisor,Source Verified,OWN,109000.0,Current,credit_card,,MD,28.22,675.0,679.0,N,
31216676,16500.0,Oct-2014, 36 months,13.98,C,C3,licensed vocational nurse,Not Verified,MORTGAGE,60000.0,Charged Off,debt_consolidation,,CA,18.54,705.0,709.0,N,
111490580,14000.0,Jun-2017, 36 months,9.44,B,B1,registered nurse,Source Verified,RENT,45000.0,Current,credit_card,,CO,23.23,680.0,684.0,N,47.0
5636533,5500.0,Jun-2013, 36 months,11.14,B,B2,ho-chunk nation,Not Verified,OWN,46138.0,Fully Paid,credit_card,  Borrower added on 05/29/13 > My loan would be to pay off my credit cards.  It seems like my monthly payments that I was making wasn't lowering my payments by much.<br>,WI,26.89,695.0,699.0,N,7.0
142987937,13150.0,Nov-2018, 60 months,19.92,D,D3,ehs manager,Not Verified,RENT,129000.0,Current,small_business,,GA,38.2,730.0,734.0,N,
103397216,15000.0,Apr-2017, 36 months,12.74,C,C1,real estate agent,Source Verified,MORTGAGE,75000.0,Fully Paid,debt_consolidation,,PA,19.07,680.0,684.0,N,32.0
82850589,35000.0,Jun-2016, 36 months,17.99,D,D2,owner,Verified,MORTGAGE,180000.0,Current,debt_consolidation,,NV,17.95,680.0,684.0,N,39.0
85554269,15950.0,Aug-2016, 60 months,26.49,F,F2,receptionist,Source Verified,MORTGAGE,45000.0,Fully Paid,debt_consolidation,,UT,32.64,685.0,689.0,N,46.0
72572627,20000.0,Feb-2016, 36 months,11.99,C,C1,project engineer,Not Verified,OWN,103000.0,Fully Paid,credit_card,,RI,15.46,690.0,694.0,N,38.0
104151328,35000.0,Apr-2017, 36 months,5.32,A,A1,facility operator,Source Verified,OWN,160000.0,Fully Paid,credit_card,,AK,21.53,715.0,719.0,N,34.0
60753788,15000.0,Oct-2015, 36 months,7.89,A,A5,production,Not Verified,MORTGAGE,40000.0,Fully Paid,credit_card,,KY,30.84,710.0,714.0,N,
120202456,36000.0,Oct-2017, 36 months,9.44,B,B1,senior associate,Source Verified,RENT,115000.0,Fully Paid,credit_card,,TX,15.13,700.0,704.0,N,65.0
39460615,20000.0,Feb-2015, 60 months,23.99,F,F2,nurse,Verified,OWN,70000.0,Fully Paid,home_improvement,,MA,15.77,680.0,684.0,N,8.0
60605190,15000.0,Sep-2015, 60 months,18.55,E,E2,drilling engineering techincan,Source Verified,RENT,75000.0,Fully Paid,debt_consolidation,,CA,13.9,715.0,719.0,N,
27502192,12000.0,Sep-2014, 36 months,10.99,B,B3,feeder driver,Not Verified,MORTGAGE,90000.0,Fully Paid,debt_consolidation,,GA,23.95,660.0,664.0,N,
1403899,18000.0,Jul-2012, 36 months,12.12,B,B3,advantage technical resourcing,Not Verified,RENT,65000.0,Fully Paid,debt_consolidation,  Borrower added on 07/05/12 > Pay off credit cards and save lot of money on interest paid<br>,NY,18.78,705.0,709.0,N,
130662272,20000.0,Mar-2018, 60 months,18.45,D,D2,truck driver,Not Verified,MORTGAGE,80000.0,Current,debt_consolidation,,FL,16.6,710.0,714.0,N,
128659393,12000.0,Feb-2018, 60 months,7.35,A,A4,vp assirant,Not Verified,RENT,100000.0,Current,credit_card,,NY,3.76,785.0,789.0,N,
15240229,30000.0,May-2014, 60 months,18.92,D,D4,mechanic,Verified,MORTGAGE,96000.0,Charged Off,credit_card,,MN,22.75,700.0,704.0,N,
67495195,16000.0,Dec-2015, 36 months,11.99,C,C1,mailman,Verified,RENT,70000.0,Fully Paid,debt_consolidation,,PA,30.45,660.0,664.0,N,13.0
70100534,15000.0,Jan-2016, 60 months,11.48,B,B5,electrical engineer,Source Verified,RENT,57000.0,Fully Paid,debt_consolidation,,FL,28.13,690.0,694.0,N,16.0
129646317,25000.0,Mar-2018, 60 months,25.81,E,E4,bus operator,Not Verified,RENT,35000.0,Late (16-30 days),debt_consolidation,,TX,35.87,730.0,734.0,N,
9806250,15000.0,Dec-2013, 36 months,10.99,B,B2,datacenter engineer,Not Verified,RENT,65000.0,Fully Paid,debt_consolidation,,NJ,19.29,700.0,704.0,N,
40542044,3200.0,Feb-2015, 36 months,11.44,B,B4,program analyst,Not Verified,RENT,66000.0,Fully Paid,debt_consolidation,,OR,17.45,670.0,674.0,N,
79032252,3000.0,May-2016, 36 months,6.97,A,A3,supervisor,Not Verified,RENT,85000.0,Fully Paid,debt_consolidation,,OH,15.13,720.0,724.0,N,
43225862,15000.0,Mar-2015, 36 months,12.29,C,C1,software engineer,Verified,RENT,110000.0,Fully Paid,debt_consolidation,,CA,6.9,700.0,704.0,N,
13427169,16000.0,Apr-2014, 60 months,15.61,C,C5,nurse -rn,Source Verified,MORTGAGE,84000.0,Charged Off,credit_card,,TX,18.28,660.0,664.0,N,
90571600,2200.0,Sep-2016, 36 months,10.49,B,B3,cement loadout weighmaster,Not Verified,RENT,61500.0,Current,debt_consolidation,,FL,4.35,700.0,704.0,N,
128145249,25000.0,Feb-2018, 36 months,15.05,C,C4,owner/realtor,Not Verified,RENT,120000.0,Fully Paid,debt_consolidation,,FL,22.2,660.0,664.0,N,
60923656,30000.0,Oct-2015, 36 months,14.65,C,C5,tax managing director,Verified,RENT,225000.0,Fully Paid,debt_consolidation,,TX,22.64,660.0,664.0,N,4.0
20117270,8000.0,Jul-2014, 36 months,7.69,A,A4,customer service/collections,Not Verified,MORTGAGE,65000.0,Fully Paid,debt_consolidation,,CO,8.6,710.0,714.0,N,12.0
68913854,16000.0,Jan-2016, 60 months,14.85,C,C5,teacher,Source Verified,RENT,46256.0,Current,debt_consolidation,,WI,33.32,705.0,709.0,N,
2185561,18000.0,Dec-2012, 60 months,20.49,E,E1,rcs grading,Verified,MORTGAGE,42000.0,Fully Paid,debt_consolidation,"  Borrower added on 11/22/12 > its real simple, tired of paying credit card bills. just want them to go away.<br>",SC,7.82,675.0,679.0,N,36.0
1272610,5000.0,May-2012, 36 months,8.9,A,A5,mc donald's ,Verified,RENT,13000.0,Fully Paid,debt_consolidation,,MI,15.97,715.0,719.0,N,69.0
55219817,15000.0,Jul-2015, 36 months,11.53,B,B5,maintenance engineer ,Source Verified,RENT,57000.0,Fully Paid,debt_consolidation,,CA,20.65,710.0,714.0,N,27.0
3666729,20000.0,Mar-2013, 60 months,15.8,C,C3,hcr manorcare,Verified,RENT,60000.0,Charged Off,major_purchase,  Borrower added on 03/11/13 > I need this money to spend to an important event in my life. Me and my husband are planning to have a church wedding..a simple one yet and probably would look for a place of our own<br>,IL,31.81,735.0,739.0,N,
68493654,14000.0,Dec-2015, 36 months,11.99,C,C1,teacher ,Not Verified,RENT,60000.0,Fully Paid,debt_consolidation,,IL,28.14,680.0,684.0,N,
138433682,15000.0,Aug-2018, 60 months,16.91,C,C5,paralegal,Source Verified,OWN,52500.0,Current,debt_consolidation,,NY,27.47,680.0,684.0,N,13.0
131510036,14000.0,Apr-2018, 36 months,6.07,A,A2,teacher,Not Verified,MORTGAGE,70000.0,Current,other,,AR,27.84,720.0,724.0,N,31.0
41043488,9250.0,Mar-2015, 36 months,16.55,D,D2,owner,Source Verified,MORTGAGE,48289.0,Fully Paid,small_business,,CA,21.65,690.0,694.0,N,9.0
52888425,15000.0,Jun-2015, 60 months,17.86,D,D5,engineering support technician,Not Verified,RENT,53000.0,Current,debt_consolidation,,CA,6.18,710.0,714.0,N,
32139086,30000.0,Oct-2014, 60 months,10.15,B,B2,federal officer,Verified,OWN,110000.0,Current,credit_card,,FL,25.34,700.0,704.0,N,
136325180,4500.0,Jul-2018, 36 months,16.91,C,C5,distribution clerk,Not Verified,OWN,55000.0,Current,debt_consolidation,,NY,36.37,705.0,709.0,N,
125388854,16000.0,Dec-2017, 60 months,18.06,D,D2,teacher ,Source Verified,MORTGAGE,50000.0,Fully Paid,medical,,AZ,11.82,685.0,689.0,N,20.0
108471835,14400.0,May-2017, 60 months,13.59,C,C2,analyst,Not Verified,RENT,77172.0,Current,debt_consolidation,,TX,18.97,690.0,694.0,N,50.0
104901255,10700.0,Apr-2017, 36 months,24.74,E,E3,sanitation,Verified,RENT,32350.0,Current,debt_consolidation,,PA,30.65,675.0,679.0,N,
23866087,20000.0,Aug-2014, 36 months,13.98,C,C3,recruiter,Source Verified,MORTGAGE,125000.0,Fully Paid,debt_consolidation,,GA,13.38,670.0,674.0,N,40.0
104329248,14000.0,Apr-2017, 36 months,8.24,B,B1,teacher,Not Verified,RENT,52000.0,Current,credit_card,,NY,19.57,740.0,744.0,N,28.0
49925191,6000.0,May-2015, 36 months,7.26,A,A4,electrician,Source Verified,MORTGAGE,60000.0,Fully Paid,credit_card,,CA,12.8,660.0,664.0,N,
124730592,16000.0,Nov-2017, 36 months,5.32,A,A1,nurse practitioner ,Source Verified,MORTGAGE,160000.0,Current,other,,NY,18.33,815.0,819.0,N,
93832284,15000.0,Nov-2016, 36 months,11.39,B,B3,cyber security engineer,Source Verified,RENT,95000.0,Current,debt_consolidation,,CA,8.14,695.0,699.0,N,
66006162,18000.0,Dec-2015, 60 months,15.41,D,D1,sr ooerations manager,Verified,RENT,45800.0,Fully Paid,debt_consolidation,,MI,14.18,665.0,669.0,N,17.0
125034276,15000.0,Dec-2017, 36 months,7.97,A,A5,director of engineer,Source Verified,RENT,200000.0,Fully Paid,debt_consolidation,,CA,8.71,745.0,749.0,N,
14898836,3200.0,May-2014, 36 months,16.29,D,D2,mechanic,Not Verified,MORTGAGE,100000.0,Fully Paid,debt_consolidation,,SC,23.39,685.0,689.0,N,22.0
60526650,15000.0,Sep-2015, 60 months,19.19,E,E3,mechanical engineer,Source Verified,RENT,98000.0,Charged Off,medical,,GA,25.11,680.0,684.0,N,22.0
139149722,20000.0,Aug-2018, 60 months,22.35,D,D5,registered nurse,Source Verified,OWN,49400.0,Current,debt_consolidation,,KY,20.68,665.0,669.0,N,3.0
66064798,14000.0,Dec-2015, 36 months,10.64,B,B4,technical and cultural advisor,Verified,RENT,237000.0,Charged Off,debt_consolidation,,IL,9.41,665.0,669.0,N,
120644908,16000.0,Oct-2017, 60 months,17.09,D,D1,registered nurse-dept manager,Source Verified,MORTGAGE,76000.0,Late (16-30 days),debt_consolidation,,NC,38.48,685.0,689.0,N,43.0
111786945,28000.0,Jul-2017, 60 months,10.42,B,B3,real estate agent,Verified,RENT,70000.0,Current,debt_consolidation,,VA,29.44,705.0,709.0,N,24.0
58351037,8000.0,Aug-2015, 36 months,22.99,F,F2,sales associate,Source Verified,RENT,40000.0,Charged Off,debt_consolidation,,CA,30.48,710.0,714.0,N,
97289900,36000.0,Feb-2017, 36 months,6.99,A,A2,president,Source Verified,OWN,150000.0,Current,credit_card,,FL,18.02,735.0,739.0,N,
55523536,13000.0,Jul-2015, 60 months,9.17,B,B2,warehouse manager,Not Verified,OWN,78000.0,Current,debt_consolidation,,GA,12.02,700.0,704.0,N,36.0
59551370,19500.0,Sep-2015, 36 months,7.89,A,A5,federal contractor - sys admin,Not Verified,RENT,60000.0,Fully Paid,debt_consolidation,,VA,23.2,725.0,729.0,N,
107048720,21000.0,Apr-2017, 36 months,15.99,C,C5,"founder, controller",Not Verified,OWN,90000.0,Current,debt_consolidation,,CO,17.65,730.0,734.0,N,
2945529,6400.0,Mar-2013, 36 months,12.12,B,B3,nielsen company,Not Verified,MORTGAGE,60000.0,Fully Paid,debt_consolidation,"  Borrower added on 02/23/13 > I am wanting to consolidate a couple of high interest credit cards which I no longer need or use, and cannot make much progress in paying them off in their entirety. A personal-type loan like this, with fixed payments and interest should allow for that to happen.<br>",MO,5.72,715.0,719.0,N,38.0
17814890,15000.0,Jun-2014, 60 months,12.99,C,C1,service engineer,Source Verified,RENT,65000.0,Fully Paid,credit_card,,CA,28.28,680.0,684.0,N,57.0
76648127,13000.0,Apr-2016, 36 months,8.39,B,B1,territory manager,Not Verified,RENT,48000.0,Charged Off,debt_consolidation,,NC,23.53,665.0,669.0,N,34.0
3359685,13900.0,Feb-2013, 36 months,18.49,D,D2,aon affinity insurance,Verified,RENT,103000.0,Fully Paid,medical,,FL,8.27,680.0,684.0,N,
7336741,7800.0,Sep-2013, 36 months,17.1,C,C5,bedford stuyversant family health center,Verified,RENT,50000.0,Fully Paid,credit_card,,NY,4.37,700.0,704.0,N,
20218348,16000.0,Jul-2014, 36 months,6.49,A,A2,registered nurse,Not Verified,MORTGAGE,73000.0,Fully Paid,credit_card,,PA,17.97,705.0,709.0,N,
8147479,23750.0,Oct-2013, 60 months,17.1,C,C5,it deskside support,Source Verified,RENT,66500.0,Charged Off,debt_consolidation,  Borrower added on 10/16/13 > Consolidate my remaining debt into 1 loan to save money and make it easier to keep track of.<br>,OH,22.3,685.0,689.0,N,
