Height (Inches),Height (cm),Weight (Pounds)
68.73999,174.5995746,142.2247
73.25271,186.0618834,156.3537
63.8433,162.161982,113.8671
66.96921,170.10179340000002,120.7632
67.68747,171.92617380000002,120.6478
66.81228,169.7031912,139.8202
66.72332,169.4772328,119.0638
68.9021,175.011334,141.0105
69.92563,177.6111002,143.4254
69.85536,177.4326144,133.5108
69.32382,176.0825028,137.0878
66.59092,169.1409368,121.7154
68.85426,174.8898204,127.9174
66.54029,169.0123366,113.4724
65.65814,166.7716756,128.0828
69.30998,176.04734919999999,131.776
70.17204,178.23698159999998,138.2634
67.97014,172.6441556,125.758
66.85274,169.8059596,120.3874
67.93626,172.5581004,129.0463
72.43693,183.9898022,136.391
67.58597,171.6683638,130.0804
68.61381,174.2790774,118.5302
70.42389,178.87668060000001,129.8475
66.40833,168.6771582,119.5325
70.57091,179.2501114,138.3516
69.79777,177.2863358,128.9593
67.34701,171.06140539999998,116.8005
66.40224,168.66168960000002,123.1326
64.68881,164.30957740000002,116.9304
69.53955,176.630457,126.5974
69.43648,176.3686592,141.1934
69.36832,176.1955328,131.6094
67.02639,170.24703060000002,109.3029
68.60035,174.24488900000003,116.408
64.90605,164.86136699999997,101.3305
73.6704,187.122816,147.9165
68.37014,173.66015560000002,141.2402
68.3104,173.508416,138.8869
64.51584,163.8702336,148.5007
66.12992,167.9699968,101.0513
65.38495,166.077773,125.7223
65.11549,165.39334459999998,106.3269
67.05783,170.32688819999998,126.3894
66.99532,170.16811280000002,134.2725
67.08079,170.38520659999998,125.6528
65.28833,165.83235820000002,113.2531
68.09544,172.96241759999998,119.5911
66.6868,169.38447200000002,116.2576
68.33953,173.58240619999998,143.6987
66.84266,169.7803564,112.5571
68.83968,174.8527872,131.1388
61.8934,157.209236,95.74545
65.73799,166.97449459999999,113.6203
68.72588,174.56373520000002,141.3191
67.8244,172.273976,116.9133
67.01202,170.21053080000002,124.2022
65.5611,166.525194,117.5665
67.55321,171.58515340000002,119.2307
67.1303,170.510962,114.5048
67.64061,171.8071494,130.0058
66.83182,169.7528228,140.4851
68.27516,173.4189064,144.0058
69.44828,176.39863119999998,131.2024
69.58545,176.747043,126.2305
66.7071,169.436034,104.6225
68.19325,173.210855,121.5126
69.13191,175.59505140000002,135.9547
66.59378,169.1482012,136.2738
66.48656,168.8758624,131.7593
66.37289,168.5871406,118.7403
70.71575,179.618005,139.42
67.15897,170.5837838,129.0818
67.76901,172.13328539999998,114.4204
65.18164,165.56136560000002,113.1913
67.83932,172.3118728,112.5536
68.0491,172.84471399999998,157.6543
68.58692,174.21077680000002,121.5904
65.95317,167.5210518,119.206
71.02002,180.3908508,136.1093
69.2108,175.795432,116.8245
67.16712,170.6044848,133.9377
64.82773,164.6624342,119.5375
71.89734,182.6192436,125.1534
66.29137,168.3800798,119.6552
69.63011,176.8604794,136.2859
66.65205,169.296207,112.4741
70.56251,179.22877540000002,132.5837
67.79995,172.211873,131.5466
68.74825,174.620555,128.4833
66.84629,169.7895766,137.0769
67.47997,171.39912379999998,112.9767
67.13893,170.53288220000002,124.5135
68.40021,173.7365334,138.2798
68.86099,174.9069146,136.6706
66.17409,168.08218860000002,119.2702
68.84978,174.8784412,131.2561
68.67678,174.43902119999998,129.8508
69.82135,177.346229,156.1101
64.2599,163.220146,108.0741
69.71651,177.0799354,136.2846
70.94085,180.189759,136.9681
70.06779,177.97218660000001,139.4128
70.88342,180.0438868,135.7171
65.49529,166.3580366,118.6689
68.4804,173.94021600000002,138.799
68.51303,174.0230962,138.9157
68.16142,173.13000680000002,118.2547
71.95866,182.7749964,135.3357
64.75487,164.4773698,129.262
70.30789,178.5820406,135.1908
67.4222,171.25238800000002,115.1791
68.24432,173.34057280000002,112.2308
68.24598,173.3447892,122.3013
68.67772,174.44140879999998,128.2031
69.45147,176.4067338,157.3486
67.00023,170.1805842,128.2287
68.53583,174.0810082,115.0374
68.09648,172.9650592,149.9119
66.8815,169.87901000000002,118.7213
64.35721,163.4673134,111.8923
64.95432,164.9839728,119.5408
68.10575,172.988605,121.9841
66.80947,169.69605380000002,111.1912
63.88864,162.2771456,112.1842
67.38665,171.162091,106.1061
68.92239,175.0628706,132.2605
68.34907,173.6066378,118.027
65.8834,167.34383599999998,131.8548
65.81926,167.1809204,122.7493
67.6519,171.835826,126.4083
69.91178,177.57592119999998,135.567
69.43847,176.3737138,144.6145
68.6245,174.30623,133.9108
68.5874,174.211996,139.0597
69.96201,177.7035054,143.3765
68.48251,173.94557540000002,133.9215
70.14044,178.1567176,132.9707
67.69318,171.9406772,151.5436
69.74263,177.1462802,140.4279
64.14704,162.93348160000002,115.8887
71.15494,180.73354759999998,146.3078
70.42127,178.8700258,135.2438
69.4086,176.29784400000003,130.0152
67.23391,170.7741314,113.361
69.52859,176.6026186,109.7608
69.78153,177.2450862,155.0882
65.86011,167.28467940000002,116.5987
68.53242,174.07234680000002,115.8963
69.43053,176.3535462,123.8453
70.51721,179.11371340000002,132.1602
72.46195,184.05335300000002,150.0174
70.57152,179.25166080000002,123.4049
64.81039,164.6183906,113.7813
69.14193,175.6205022,124.9768
72.59694,184.3962276,140.1938
67.29902,170.9395108,125.6349
69.3501,176.14925399999998,124.6512
69.0374,175.35499600000003,115.7152
71.50733,181.6286182,147.7946
68.58383,174.20292820000003,123.7158
68.9172,175.04968799999997,137.4837
69.94709,177.6656086,119.3727
68.63514,174.33325560000003,111.791
68.30987,173.5070698,140.6815
68.95399,175.14313460000002,142.1807
65.52576,166.43543040000003,130.6623
66.58753,169.1323262,131.0557
69.43486,176.3645444,118.7635
70.6428,179.43271199999998,147.6001
68.57866,174.1897964,140.395
68.1007,172.97577800000002,129.3231
70.56771,179.2419834,125.4514
64.97452,165.0352808,107.0565
67.85384,172.3487536,128.0846
71.17071,180.7736034,131.245
67.67057,171.8832478,112.3113
66.04283,167.74878819999998,106.7968
68.89472,174.99258880000002,125.9164
66.42827,168.7278058,138.7008
69.42646,176.3432084,137.7593
62.6568,159.148272,110.266
65.79319,167.1147026,128.2726
71.35208,181.2342832,150.3381
68.54117,174.09457179999998,120.4207
66.64205,169.270807,118.7461
67.1013,170.437302,132.3003
68.09912,172.9717648,122.8586
67.44749,171.3166246,116.2164
68.5689,174.165006,105.9279
66.74451,169.5310554,111.2084
67.91191,172.4962514,115.9255
67.61468,171.74128720000002,132.6425
66.79956,169.6708824,128.7716
66.08205,167.84840699999998,105.5009
69.43398,176.36230920000003,130.8951
70.06177,177.95689579999998,159.8542
67.34245,171.049823,113.1131
65.68008,166.82740320000002,104.7032
67.65289,171.8383406,130.0791
72.35481,183.7812174,146.3133
64.56198,163.9874292,117.9061
66.56321,169.0705534,125.872
71.88064,182.5768256,138.7186
69.05855,175.408717,119.1382
68.84729,174.8721166,130.1311
68.33558,173.5723732,127.2486
67.20373,170.6974742,120.0823
66.94024,170.0282096,116.7898
65.6925,166.85895,112.1004
70.55858,179.21879320000002,137.4236
66.3239,168.462706,112.1502
66.31961,168.4518094,141.3789
68.77019,174.6762826,121.7461
68.93596,175.09733839999998,130.3465
70.19784,178.3025136,129.2123
69.15846,175.66248840000003,141.6059
66.52917,168.9840918,107.7722
69.76951,177.2145554,141.4952
68.33707,173.5761578,112.1581
66.71052,169.4447208,116.3208
64.93669,164.9391926,128.5199
65.06581,165.2671574,102.9057
67.19588,170.67753520000002,114.4447
65.6155,166.66337,114.5452
68.21154,173.2573116,115.0009
71.8127,182.40425800000003,151.5781
65.23439,165.6953506,118.7079
67.84537,172.3272398,132.6379
66.17647,168.08823379999998,115.3378
69.61315,176.81740100000002,133.5897
66.18245,168.10342300000002,132.5006
67.84508,172.3265032,134.514
69.0936,175.49774399999998,126.1625
66.12316,167.9528264,131.3628
65.15822,165.50187880000001,116.0727
69.79407,177.2769378,141.3766
67.00234,170.1859436,127.3607
69.13726,175.60864039999998,140.2001
65.81826,167.17838039999998,126.6507
68.20344,173.2367376,121.9858
66.89907,169.9236378,134.2045
65.04452,165.21308080000003,102.086
66.1717,168.076118,117.7314
62.93166,159.8464164,114.6211
64.48357,163.7882678,117.4963
66.64624,169.28144960000003,111.7542
72.41441,183.9326014,151.933
71.79969,182.3712126,122.983
65.66078,166.7783812,123.3884
66.93932,170.0258728,107.7347
70.22759,178.3780786,138.8617
68.20998,173.2533492,130.7491
67.03876,170.2784504,108.817
70.72651,179.64533540000002,119.7924
67.43797,171.29244380000003,132.67
69.02832,175.33193279999998,144.247
71.08333,180.55165820000002,130.1898
66.59033,169.1394382,119.8506
62.84458,159.6252332,112.1475
65.01513,165.1384302,112.6016
68.89573,174.9951542,126.6749
67.52318,171.5088772,120.368
71.56209,181.7677086,136.2017
69.91081,177.5734574,114.942
65.74474,166.99163959999998,116.1331
67.86476,172.37649040000002,131.3966
69.34915,176.146841,126.219
66.56305,169.07014700000002,126.8313
64.98952,165.0733808,106.6708
66.28774,168.3708596,136.3548
68.22623,173.29462420000002,144.8283
68.71834,174.5445836,121.2425
67.34642,171.0599068,113.9096
69.45129,176.4062766,133.1979
68.58821,174.2140534,118.7312
67.13792,170.53031679999998,139.5328
66.17703,168.0896562,122.4766
65.11882,165.4018028,136.7334
68.98184,175.21387360000003,162.1526
69.70654,177.05461160000002,116.1377
65.9028,167.393112,116.3873
66.40799,168.6762946,122.7559
69.68697,177.00490380000002,125.8107
71.32231,181.1586674,127.1985
69.39616,176.2662464,126.21
67.10007,170.43417780000001,127.4093
64.84823,164.7145042,121.4686
65.97406,167.5741124,120.1281
69.40242,176.28214680000002,130.8887
70.24875,178.431825,148.6699
66.76364,169.5796456,108.979
68.54135,174.09502899999998,132.1438
72.31585,183.682259,145.2904
66.13369,167.9795726,124.1218
65.52533,166.43433819999998,106.0457
66.8421,169.77893400000002,140.4934
68.54828,174.1126312,122.1607
67.23496,170.77679840000002,135.7089
67.89102,172.4431908,137.9068
67.07543,170.3715922,123.7723
68.87056,174.9312224,131.1289
65.48833,166.34035820000003,127.832
66.94598,170.04278920000002,131.0884
67.94876,172.5898504,116.698
65.11113,165.38227020000002,139.1882
69.22852,175.8404408,144.2813
68.87917,174.9530918,117.3348
69.73424,177.12496960000001,127.2578
70.79565,179.82095099999998,138.2181
68.12213,173.0302102,143.3238
67.55313,171.58495019999998,122.4926
66.07053,167.8191462,137.4736
66.64782,169.2854628,113.759
67.54927,171.57514580000003,135.4559
67.41612,171.23694480000003,111.8086
64.1913,163.04590199999998,123.1259
67.52166,171.5050164,133.1484
65.95635,167.529129,107.8398
67.61855,171.751117,125.8836
65.95909,167.5360886,129.0219
69.49194,176.5095276,113.9079
67.69417,171.9431918,134.568
64.78748,164.5601992,127.7878
71.3001,181.10225400000002,139.1262
66.61133,169.1927782,112.8285
66.40129,168.6592766,121.8472
70.76906,179.7534124,124.1304
68.70195,174.502953,118.0629
69.27545,175.95964300000003,135.7574
67.14179,170.5401466,109.264
69.40629,176.2919766,144.7036
69.69594,177.02768759999998,142.5173
67.20823,170.7089042,137.1694
67.59632,171.69465280000003,113.3993
70.77557,179.7699478,144.7135
66.95587,170.06790980000002,128.8462
67.91794,172.5115676,117.0118
65.76874,167.05259959999998,116.0326
69.03038,175.3371652,132.8327
67.53969,171.55081259999997,134.5132
64.10668,162.8309672,124.705
68.20174,173.23241960000001,128.7712
68.42812,173.8074248,135.5603
70.21228,178.33919120000002,146.5841
68.22553,173.2928462,123.0704
67.75587,172.0999098,132.6394
70.5536,179.20614400000002,139.4887
67.1115,170.46321000000003,130.7106
66.50872,168.9321488,102.3817
67.80339,172.2206106,121.6264
66.82898,169.74560920000002,114.8121
66.51285,168.942639,117.0249
68.00268,172.7268072,116.0381
67.30483,170.9542682,116.7343
67.32611,171.0083194,119.0783
69.00102,175.2625908,126.7983
67.75162,172.0891148,131.9365
67.085,170.39589999999998,135.9003
69.0139,175.295306,151.5006
66.13638,167.9864052,143.9136
66.74555,169.533697,131.5241
66.32903,168.4757362,130.233
65.30345,165.870763,123.9503
69.79829,177.2876566,126.6311
67.5243,171.511722,115.4643
71.02928,180.4143712,148.2436
69.46091,176.4307114,129.9518
69.36777,176.1941358,135.4124
68.57098,174.1702892,141.1859
62.44964,158.62208560000002,109.5643
68.97793,175.2039422,124.3412
65.21731,165.6519674,118.4281
67.07967,170.38236179999998,126.0679
68.77673,174.6928942,132.1985
68.66629,174.41237660000002,132.1617
65.65796,166.7712184,121.8407
67.81659,172.2541386,147.0148
68.49369,173.9739726,135.6229
67.72209,172.0141086,131.8871
67.18182,170.6418228,149.6975
68.74487,174.61196980000003,132.2867
70.54344,179.1803376,145.1882
67.49034,171.4254636,113.6369
70.04011,177.9018794,121.888
66.14103,167.9982162,131.9355
63.03853,160.1178662,116.7342
65.8375,167.22725000000003,113.1662
70.09381,178.03827740000003,132.9761
65.46276,166.2754104,101.8479
66.72609,169.4842686,119.4606
67.15508,170.5739032,126.3196
67.89972,172.4652888,116.5061
66.83955,169.772457,124.3345
66.33542,168.4919668,137.2975
69.98947,177.7732538,157.9877
69.19394,175.7526076,136.793
71.8433,182.481982,144.8892
67.96111,172.6212194,116.363
67.8762,172.40554799999998,125.536
64.85023,164.71958419999999,109.135
71.00028,180.34071120000002,128.7879
68.9177,175.05095799999998,148.7167
68.11801,173.0197454,108.4191
68.45508,173.87590319999998,120.7972
66.1659,168.061386,119.9403
68.09431,172.9595474,141.8006
67.04148,170.28535920000002,116.4363
67.9941,172.705014,136.4958
70.03532,177.8897128,162.0645
69.71898,177.0862092,137.99
66.11294,167.92686759999998,127.9705
66.512,168.94048,124.0973
72.14119,183.23862259999999,147.0929
66.26162,168.3045148,136.034
68.6341,174.33061400000003,134.9883
67.01999,170.23077460000002,108.4088
68.50946,174.0140284,115.87
66.65107,169.29371780000002,132.7811
69.13504,175.6030016,150.0321
66.3268,168.47007200000002,124.4084
69.03467,175.3480618,125.2378
68.41501,173.7741254,131.125
68.81498,174.79004920000003,120.474
69.71434,177.07442360000002,126.7877
69.71611,177.0789194,119.4332
68.46316,173.8964264,121.7583
66.76387,169.58022979999998,127.8974
65.40254,166.1224516,113.6724
70.56984,179.2473936,123.8685
65.94172,167.49196880000002,123.6931
68.02141,172.7743814,122.0341
67.1732,170.619928,114.7014
65.497,166.36238,117.2034
67.67185,171.88649900000001,121.3213
65.52488,166.4331952,125.4382
71.02076,180.3927304,138.2195
66.22083,168.20090820000001,130.9358
68.98001,175.20922539999998,115.4355
66.95762,170.07235480000003,137.2853
67.11276,170.4664104,127.0824
68.4405,173.83887000000001,129.3152
67.69709,171.9506086,131.4005
63.22395,160.588833,116.1956
65.22711,165.67685939999998,127.0613
68.43,173.81220000000002,131.3423
66.57506,169.10065239999997,121.9677
63.5966,161.53536400000002,113.2103
67.20354,170.69699160000002,123.3458
66.03224,167.7218896,99.66224
67.24122,170.7926988,124.0545
66.79748,169.66559919999997,130.086
68.48589,173.9541606,137.1664
69.29654,176.01321159999998,141.1792
66.60912,169.1871648,101.7777
66.26464,168.3121856,128.8128
69.37333,176.2082582,129.9046
67.3275,171.01185,127.3943
63.91658,162.3481132,113.9444
67.23806,170.7846724,103.9784
65.93291,167.4695914,117.1245
70.35586,178.70388440000002,135.3823
68.57141,174.1713814,131.0931
66.82713,169.7409102,130.6498
64.43271,163.65908340000001,119.4229
71.08973,180.56791420000002,127.4216
72.07911,183.0809394,124.3172
68.90533,175.01953820000003,114.8714
68.44145,173.841283,121.075
68.46055,173.889797,115.3401
65.13343,165.4389122,106.3017
71.17466,180.7836364,131.6919
69.39047,176.25179379999997,139.886
66.81513,169.7104302,118.6787
68.62714,174.3129356,121.1908
68.09304,172.9563216,134.8095
68.22911,173.3019394,128.3543
67.79469,172.19851260000002,135.8259
67.60704,171.7218816,127.516
70.47713,179.01191020000002,135.5209
68.89196,174.9855784,119.3961
67.18902,170.6601108,141.7312
69.52776,176.6005104,138.0107
64.00428,162.5708712,106.2963
67.23705,170.782107,129.0392
66.57904,169.11076160000002,110.0436
73.08886,185.6457044,143.597
70.23666,178.4011164,135.6427
65.9154,167.425116,120.8619
70.20771,178.3275834,129.7829
65.25899,165.7578346,110.1349
67.70538,171.97166520000002,122.3278
66.65382,169.30070279999998,125.1019
66.90522,169.9392588,121.2072
69.73584,177.12903359999999,135.8864
68.71515,174.53648099999998,120.8681
65.97593,167.5788622,125.6805
66.04025,167.742235,129.139
69.22349,175.8276646,147.1694
68.01411,172.7558394,124.9845
70.44079,178.9196066,141.5704
66.62715,169.23296100000002,138.6126
68.47642,173.9301068,126.7582
68.20132,173.2313528,134.1926
69.18686,175.7346244,148.1132
66.55515,169.050081,122.4609
67.24936,170.8133744,125.9051
68.23976,173.3289904,134.1521
68.93236,175.08819440000002,140.8846
69.16831,175.68750740000002,127.3274
68.15988,173.1260952,127.5146
70.47785,179.01373900000002,135.4777
71.46159,181.5124386,134.7474
69.56493,176.6949222,139.1714
72.04678,182.9988212,147.9343
68.11706,173.0173324,122.1187
67.11974,170.4841396,136.1107
65.25882,165.7574028,112.8949
67.9316,172.546264,127.1332
68.62153,174.29868620000002,134.6362
68.96662,175.17521480000002,110.1335
67.70641,171.97428140000002,137.8451
64.82138,164.64630520000003,132.6417
69.74734,177.1582436,130.7984
67.83743,172.3070722,126.8633
66.47424,168.8445696,119.564
70.29564,178.55092560000003,136.1613
67.99529,172.70803659999999,136.5186
71.46156,181.51236240000003,132.6211
66.73734,169.5128436,114.2795
66.34826,168.5245804,116.7421
69.25165,175.899191,137.7726
67.54427,171.5624458,130.0454
70.67379,179.5114266,135.7083
67.30702,170.9598308,135.6941
64.62951,164.1589554,101.3328
66.57405,169.098087,130.5342
69.29679,176.0138466,137.3539
69.27554,175.9598716,121.0292
69.50607,176.5454178,120.3639
68.26403,173.39063620000002,141.0864
69.86553,177.45844620000003,139.0365
70.7672,179.74868800000002,136.4844
69.24893,175.8922822,142.8621
67.01021,170.2059334,104.1735
69.1245,175.57623,145.5379
71.27947,181.04985380000002,120.9881
74.03777,188.0559358,139.5953
67.16426,170.5972204,120.8184
69.16282,175.67356279999998,125.9266
68.09796,172.9688184,126.298
67.77952,172.15998080000003,133.2805
71.11526,180.63276040000002,123.3401
64.98837,165.0704598,105.6441
70.31512,178.60040479999998,142.3548
69.06438,175.4235252,130.4546
65.46827,166.28940580000003,110.4915
65.9316,167.46626400000002,114.9535
68.42739,173.8055706,133.4786
70.30053,178.56334619999998,139.3092
67.09535,170.422189,129.4262
68.43342,173.8208868,121.8407
65.83898,167.23100920000002,136.3506
67.54012,171.55190480000002,143.6547
68.48012,173.9395048,126.9991
71.57695,181.805453,139.6645
69.72167,177.0930418,139.1423
66.29363,168.38582019999998,126.9897
68.937,175.09998,142.7584
71.41489,181.3938206,149.8921
69.62838,176.85608520000002,143.7861
71.18773,180.81683420000002,152.4615
68.30221,173.48761340000001,143.546
67.75946,172.1090284,152.9883
68.11064,173.00102560000002,133.9839
69.47284,176.4610136,135.5993
70.16644,178.2227576,134.6592
67.64262,171.81225479999998,124.1779
66.81134,169.7008036,118.271
64.94018,164.9480572,121.7107
65.36721,166.0327134,121.3633
68.54428,174.1024712,133.1727
67.97819,172.6646026,114.8234
68.34252,173.59000079999998,137.7084
68.31923,173.53084420000002,122.5531
66.1507,168.02277800000002,105.4808
67.80629,172.2279766,119.5263
70.13434,178.1412236,135.1981
65.63247,166.7064738,122.1851
65.52678,166.4380212,114.9083
68.04573,172.8361542,136.5998
68.17956,173.17608239999998,143.4398
66.65253,169.2974262,103.9121
68.05725,172.86541499999998,133.6935
67.34998,171.06894920000002,119.11
70.00498,177.8126492,129.4393
66.55749,169.0560246,127.0247
66.82552,169.7368208,144.7401
70.07322,177.98597880000003,123.0627
65.9202,167.437308,126.0649
69.54043,176.6326922,147.8452
63.89592,162.29563679999998,117.0034
69.03457,175.3478078,131.5836
67.22877,170.7610758,125.3671
66.12426,167.95562040000002,128.6776
67.87785,172.409739,132.3484
66.8531,169.806874,115.879
69.05041,175.3880414,117.2786
70.87198,180.01482919999998,140.1922
67.4692,171.371768,135.8756
70.22874,178.3809996,132.974
66.93905,170.025187,117.9845
69.928,177.61712,127.9273
67.46962,171.37283480000002,122.3518
65.00765,165.119431,109.2661
68.97698,175.2015292,134.6605
67.28864,170.9131456,129.1099
69.65152,176.9148608,129.9016
67.41038,171.2223652,135.7013
67.80162,172.2161148,140.9551
66.75484,169.5572936,101.615
67.9469,172.585126,127.0723
65.43768,166.2117072,127.1338
68.54153,174.09548619999998,125.4375
66.7501,169.545254,120.7329
66.75808,169.56552320000003,124.1194
67.14647,170.55203379999998,118.2882
64.69559,164.3267986,116.7241
69.18516,175.7303064,113.5275
66.84281,169.7807374,128.2428
66.4464,168.773856,130.5346
69.49077,176.5065558,106.2307
68.32951,173.5569554,119.3464
68.38974,173.7099396,120.9379
69.42584,176.3416336,120.7725
64.39313,163.5585502,123.2547
66.61651,169.20593540000002,118.437
65.86548,167.2983192,115.3497
68.17805,173.172247,123.2437
67.39926,171.1941204,116.7036
66.31407,168.4377378,116.4127
70.68802,179.5475708,132.3031
67.26683,170.8577482,123.296
67.1325,170.51655,117.0996
67.61674,171.74651959999997,132.7665
66.91216,169.9568864,122.0016
70.58226,179.2789404,146.1837
66.47926,168.8573204,132.2434
69.5459,176.646586,146.3853
66.60835,169.18520900000001,119.6048
67.34376,171.05315040000002,137.8448
64.77135,164.519229,124.6944
66.46439,168.81955059999999,128.8286
66.64913,169.2887902,119.3743
70.56844,179.24383759999998,123.43
65.31528,165.9008112,106.8598
72.48479,184.11136660000003,134.4771
67.86837,172.3856598,129.8224
68.52634,174.05690360000003,109.2449
68.61738,174.2881452,123.566
66.50536,168.9236144,125.5915
70.46311,178.97629940000002,126.8938
64.63883,164.1826282,137.3284
64.12338,162.8733852,108.9028
69.28959,175.9955586,135.4082
66.52926,168.98432039999997,131.7847
69.30883,176.0444282,122.2514
68.54471,174.10356339999998,134.4462
67.25904,170.8379616,108.6926
67.96864,172.6403456,124.3293
65.3382,165.95902800000002,131.6971
68.51678,174.0326212,129.4089
68.1636,173.135544,127.5867
64.67487,164.2741698,128.3635
66.13689,167.98770059999998,130.3095
68.58303,174.2008962,132.5038
68.34844,173.6050376,145.901
64.6569,164.228526,126.4447
68.68484,174.45949359999997,136.1093
67.75816,172.1057264,121.0123
68.48014,173.9395556,132.472
67.7747,172.147738,126.7129
64.7249,164.40124600000001,115.7365
66.6102,169.18990800000003,118.9776
72.2969,183.63412599999998,145.854
70.30878,178.5843012,148.238
66.77503,169.60857620000002,122.7048
66.70433,169.4289982,120.42
69.39368,176.2599472,126.5408
67.37433,171.13079820000002,131.6976
67.20466,170.6998364,123.5504
67.9947,172.706538,119.9449
67.08886,170.4057044,123.5117
68.81947,174.8014538,123.5561
71.07494,180.5303476,134.0842
68.98151,175.2130354,136.7907
69.80853,177.3136662,121.3415
70.21339,178.3420106,132.8196
67.33679,171.03544659999997,112.8553
73.52131,186.7441274,168.881
67.45857,171.3447678,131.4655
68.65576,174.3856304,121.3053
68.77267,174.6825818,126.5212
67.03704,170.27408160000002,125.3926
66.86733,169.8430182,114.7951
67.01919,170.22874259999998,134.5043
68.52514,174.0538556,133.6321
67.69771,171.9521834,121.778
68.43487,173.8245698,126.847
67.71514,171.99645560000002,128.0152
70.39987,178.81566980000002,113.918
68.44396,173.8476584,134.0367
66.80834,169.6931836,131.6397
67.35984,171.0939936,126.8163
67.79903,172.2095362,131.89
64.83853,164.6898662,115.6714
69.57892,176.73045679999998,126.2769
64.85426,164.7298204,102.1079
69.318,176.06772,139.4982
69.58868,176.75524719999999,151.474
66.52781,168.9806374,122.1092
67.93528,172.55561120000002,125.7438
66.39941,168.65450140000002,123.1702
68.28614,173.4467956,136.4907
68.17646,173.16820840000003,116.4352
65.36868,166.0364472,117.4086
67.96446,172.6297284,112.4388
69.02437,175.3218998,139.9596
68.08001,172.9232254,121.2457
67.68973,171.9319142,128.3855
67.05199,170.3120546,120.0329
65.62946,166.6988284,109.3694
64.31704,163.3652816,129.4821
69.08279,175.4702866,152.901
66.7653,169.58386199999998,136.5692
72.77662,184.8526148,133.6427
66.97685,170.121199,137.0715
70.10322,178.0621788,124.931
68.92731,175.0753674,131.7141
65.24486,165.7219444,119.642
68.7959,174.741586,131.2416
69.0613,175.415702,119.2979
67.39122,171.1736988,115.0093
63.14333,160.3840582,122.7882
68.43035,173.81308900000002,124.8597
65.72614,166.9443956,98.39409
66.71343,169.45211220000002,124.0144
68.2317,173.30851800000002,124.296
67.07728,170.3762912,124.0139
68.10745,172.992923,132.0081
67.23206,170.7694324,134.8625
69.76432,177.2013728,136.0319
66.65442,169.3022268,127.9094
67.20022,170.6885588,136.8048
71.20749,180.8670246,138.9045
71.64258,181.97215319999998,154.3787
68.09536,172.9622144,139.4726
68.11601,173.0146654,138.099
69.57164,176.7119656,133.752
67.897,172.45838,123.706
68.92362,175.0659948,133.4767
68.85579,174.8937066,129.4416
66.93016,170.0026064,145.6689
71.03782,180.4360628,126.1809
66.94058,170.0290732,121.4461
69.32304,176.08052160000003,142.2131
67.21622,170.7291988,119.7238
64.26905,163.24338699999998,106.7157
67.43203,171.27735619999999,130.1147
68.98981,175.23411740000003,138.5589
67.38395,171.155233,120.821
67.72313,172.0167502,112.5397
67.79721,172.2049134,127.7983
67.98674,172.6863196,133.9054
66.87883,169.8722282,99.56439
69.75841,177.1863614,122.1663
67.87888,172.41235519999998,131.3067
69.23586,175.8590844,143.7584
68.7266,174.56556400000002,151.6764
67.19957,170.6869078,115.6396
66.58109,169.1159686,107.1456
68.82634,174.8189036,150.2899
67.67068,171.8835272,118.7544
64.81833,164.6385582,108.9651
68.88452,174.96668079999998,136.5556
65.39146,166.0943084,124.8106
69.91503,177.5841762,119.8377
63.54206,161.3968324,99.76986
70.13123,178.1333242,148.4142
67.05703,170.3248562,133.3179
69.45941,176.42690140000002,135.9285
66.94935,170.051349,128.028
67.81851,172.2590154,122.8946
63.65292,161.6784168,127.5172
67.11763,170.47878020000002,127.4499
68.64794,174.36576760000003,136.7766
69.3026,176.028604,132.8961
68.60861,174.26586939999999,122.4088
66.80109,169.67476860000002,113.3951
70.87196,180.0147784,115.3527
67.90794,172.4861676,136.4296
64.88167,164.7994418,131.3802
70.78203,179.78635620000003,151.4922
70.35834,178.7101836,112.2811
66.99549,170.16854460000002,129.9559
68.83182,174.83282279999997,116.898
67.33693,171.03580219999998,124.2691
68.98465,175.221011,127.9153
67.60913,171.7271902,139.9747
65.38645,166.081583,117.6032
68.16769,173.14593259999998,133.1749
68.17351,173.1607154,119.293
69.88287,177.5024898,122.8937
67.58588,171.66813520000002,123.5244
68.5846,174.204884,131.1773
67.00383,170.1897282,95.88791
69.99553,177.78864620000002,158.3578
72.53259,184.2327786,133.576
65.08427,165.3140458,135.3471
66.11127,167.92262580000002,128.7408
69.9046,177.557684,129.0113
67.97472,172.6557888,118.2064
66.82932,169.7464728,136.9731
69.3533,176.157382,134.4424
71.39534,181.3441636,124.8929
66.59922,169.1620188,136.3075
69.40189,176.2808006,120.8579
70.27495,178.49837300000002,135.9954
67.31858,170.9891932,124.6169
71.45173,181.48739419999998,131.5614
68.83931,174.8518474,157.078
68.99723,175.2529642,124.6289
67.73454,172.04573159999998,132.1244
64.8353,164.68166200000002,118.2692
70.74426,179.6904204,139.9319
72.26598,183.55558920000001,149.2389
64.72663,164.4056402,126.0976
67.5752,171.641008,119.6545
69.51645,176.571783,140.2187
70.48831,179.0403074,111.7304
69.32666,176.08971640000001,128.4377
68.52587,174.0557098,109.5741
73.16001,185.8264254,135.1826
64.28542,163.2849668,119.4849
66.65608,169.30644320000002,135.1861
64.71064,164.3650256,111.5654
62.99042,159.9956668,115.6669
68.70787,174.5179898,123.0031
68.12126,173.02800040000002,126.6086
66.77899,169.61863459999998,122.0006
68.23149,173.3079846,119.6607
